x1 x2 x3 x4 t
0.48188 0.99936 0.00465 0.00064 9.99471
0.48286 0.99938 0.00457 0.00062 9.99480
0.48384 0.99939 0.00449 0.00061 9.99490
0.48482 0.99940 0.00441 0.00060 9.99499
0.48581 0.99941 0.00433 0.00059 9.99507
0.48680 0.99942 0.00426 0.00058 9.99516
0.48778 0.99943 0.00418 0.00057 9.99525
0.48877 0.99944 0.00411 0.00056 9.99533
0.48977 0.99945 0.00404 0.00055 9.99541
0.49077 0.99946 0.00396 0.00054 9.99549
0.49177 0.99947 0.00389 0.00053 9.99558
0.49277 0.99948 0.00382 0.00052 9.99565
0.49377 0.99949 0.00375 0.00051 9.99573
0.49478 0.99950 0.00369 0.00050 9.99581
0.49578 0.99951 0.00362 0.00049 9.99588
0.49679 0.99951 0.00356 0.00049 9.99596
0.49778 0.99952 0.00349 0.00048 9.99603
0.49878 0.99953 0.00343 0.00047 9.99610
0.49977 0.99954 0.00337 0.00046 9.99617
0.50077 0.99955 0.00331 0.00045 9.99624
0.50175 0.99956 0.00325 0.00044 9.99630
0.50274 0.99956 0.00319 0.00044 9.99637
0.50372 0.99957 0.00314 0.00043 9.99643
0.50470 0.99958 0.00308 0.00042 9.99650
0.50569 0.99959 0.00303 0.00041 9.99656
0.50667 0.99959 0.00298 0.00041 9.99662
0.50765 0.99960 0.00292 0.00040 9.99668
0.50863 0.99961 0.00287 0.00039 9.99674
0.50963 0.99961 0.00282 0.00039 9.99679
0.51062 0.99962 0.00277 0.00038 9.99685
0.51162 0.99963 0.00272 0.00037 9.99691
0.51261 0.99964 0.00267 0.00036 9.99696
0.51362 0.99964 0.00263 0.00036 9.99702
0.51462 0.99965 0.00258 0.00035 9.99707
0.51563 0.99965 0.00253 0.00035 9.99712
0.51663 0.99966 0.00249 0.00034 9.99717
0.51764 0.99967 0.00244 0.00033 9.99722
0.51864 0.99967 0.00240 0.00033 9.99727
0.51964 0.99968 0.00236 0.00032 9.99732
0.52064 0.99968 0.00231 0.00032 9.99737
0.52163 0.99969 0.00227 0.00031 9.99742
0.52262 0.99969 0.00223 0.00031 9.99746
0.52361 0.99970 0.00219 0.00030 9.99751
0.52459 0.99971 0.00215 0.00029 9.99755
0.52557 0.99971 0.00212 0.00029 9.99759
0.52655 0.99972 0.00208 0.00028 9.99764
0.52753 0.99972 0.00204 0.00028 9.99768
0.52851 0.99973 0.00201 0.00027 9.99772
0.52950 0.99973 0.00197 0.00027 9.99776
0.53049 0.99974 0.00194 0.00026 9.99780
0.53148 0.99974 0.00190 0.00026 9.99784
0.53246 0.99974 0.00187 0.00026 9.99788
0.53347 0.99975 0.00184 0.00025 9.99791
0.53447 0.99975 0.00180 0.00025 9.99795
0.53547 0.99976 0.00177 0.00024 9.99799
0.53647 0.99976 0.00174 0.00024 9.99802
0.53748 0.99977 0.00171 0.00023 9.99806
0.53849 0.99977 0.00168 0.00023 9.99809
0.53950 0.99978 0.00165 0.00022 9.99813
0.54050 0.99978 0.00162 0.00022 9.99816
0.54150 0.99978 0.00159 0.00022 9.99819
0.54249 0.99979 0.00156 0.00021 9.99823
0.54349 0.99979 0.00153 0.00021 9.99826
0.54448 0.99979 0.00151 0.00021 9.99829
0.54547 0.99980 0.00148 0.00020 9.99832
0.54645 0.99980 0.00145 0.00020 9.99835
0.54743 0.99981 0.00143 0.00019 9.99838
0.54841 0.99981 0.00140 0.00019 9.99841
0.54939 0.99981 0.00138 0.00019 9.99843
0.55037 0.99981 0.00135 0.00019 9.99846
0.55135 0.99982 0.00133 0.00018 9.99849
0.55233 0.99982 0.00131 0.00018 9.99851
0.55333 0.99982 0.00128 0.00018 9.99854
0.55432 0.99983 0.00126 0.00017 9.99857
0.55532 0.99983 0.00124 0.00017 9.99859
0.55632 0.99983 0.00122 0.00017 9.99862
0.55732 0.99984 0.00119 0.00016 9.99864
0.55833 0.99984 0.00117 0.00016 9.99867
0.55934 0.99984 0.00115 0.00016 9.99869
0.56035 0.99985 0.00113 0.00015 9.99871
0.56136 0.99985 0.00111 0.00015 9.99874
0.56236 0.99985 0.00109 0.00015 9.99876
0.56336 0.99985 0.00107 0.00015 9.99878
0.56437 0.99986 0.00105 0.00014 9.99880
0.56535 0.99986 0.00103 0.00014 9.99883
0.56634 0.99986 0.00101 0.00014 9.99885
0.56732 0.99986 0.00100 0.00014 9.99887
0.56831 0.99987 0.00098 0.00013 9.99889
0.56928 0.99987 0.00096 0.00013 9.99891
0.57026 0.99987 0.00095 0.00013 9.99892
0.57124 0.99987 0.00093 0.00013 9.99894
0.57221 0.99988 0.00091 0.00012 9.99896
0.57320 0.99988 0.00090 0.00012 9.99898
0.57419 0.99988 0.00088 0.00012 9.99900
0.57518 0.99988 0.00087 0.00012 9.99902
0.57616 0.99988 0.00085 0.00012 9.99903
0.57717 0.99989 0.00083 0.00011 9.99905
0.57818 0.99989 0.00082 0.00011 9.99907
0.57918 0.99989 0.00081 0.00011 9.99908
0.58019 0.99989 0.00079 0.00011 9.99910
0.58120 0.99989 0.00078 0.00011 9.99912
0.58221 0.99990 0.00076 0.00010 9.99913
0.58322 0.99990 0.00075 0.00010 9.99915
0.58423 0.99990 0.00074 0.00010 9.99916
0.58523 0.99990 0.00072 0.00010 9.99918
0.58622 0.99990 0.00071 0.00010 9.99919
0.58722 0.99990 0.00070 0.00010 9.99921
0.58821 0.99991 0.00068 0.00009 9.99922
0.58918 0.99991 0.00067 0.00009 9.99924
0.59016 0.99991 0.00066 0.00009 9.99925
0.59114 0.99991 0.00065 0.00009 9.99926
0.59211 0.99991 0.00064 0.00009 9.99928
0.59309 0.99991 0.00063 0.00009 9.99929
0.59407 0.99992 0.00062 0.00008 9.99930
0.59505 0.99992 0.00061 0.00008 9.99931
0.59603 0.99992 0.00059 0.00008 9.99932
0.59703 0.99992 0.00058 0.00008 9.99934
0.59803 0.99992 0.00057 0.00008 9.99935
0.59903 0.99992 0.00056 0.00008 9.99936
0.60003 0.99992 0.00055 0.00008 9.99937
0.60104 0.99993 0.00054 0.00007 9.99938
0.60205 0.99993 0.00053 0.00007 9.99939
0.60307 0.99993 0.00052 0.00007 9.99940
0.60408 0.99993 0.00051 0.00007 9.99942
0.60509 0.99993 0.00050 0.00007 9.99943
0.60609 0.99993 0.00050 0.00007 9.99944
0.60710 0.99993 0.00049 0.00007 9.99945
0.60810 0.99994 0.00048 0.00006 9.99946
0.60908 0.99994 0.00047 0.00006 9.99947
0.61006 0.99994 0.00046 0.00006 9.99948
0.61104 0.99994 0.00045 0.00006 9.99948
0.61202 0.99994 0.00045 0.00006 9.99949
0.61300 0.99994 0.00044 0.00006 9.99950
0.61397 0.99994 0.00043 0.00006 9.99951
0.61494 0.99994 0.00042 0.00006 9.99952
0.61591 0.99994 0.00042 0.00006 9.99953
0.61690 0.99994 0.00041 0.00006 9.99954
0.61789 0.99994 0.00040 0.00006 9.99954
0.61888 0.99995 0.00039 0.00005 9.99955
0.61987 0.99995 0.00039 0.00005 9.99956
0.62088 0.99995 0.00038 0.00005 9.99957
0.62189 0.99995 0.00037 0.00005 9.99958
0.62290 0.99995 0.00037 0.00005 9.99958
0.62392 0.99995 0.00036 0.00005 9.99959
0.62493 0.99995 0.00035 0.00005 9.99960
0.62594 0.99995 0.00035 0.00005 9.99961
0.62696 0.99995 0.00034 0.00005 9.99961
0.62797 0.99995 0.00033 0.00005 9.99962
0.62896 0.99996 0.00033 0.00004 9.99963
0.62996 0.99996 0.00032 0.00004 9.99963
0.63095 0.99996 0.00032 0.00004 9.99964
0.63194 0.99996 0.00031 0.00004 9.99965
0.63291 0.99996 0.00031 0.00004 9.99965
0.63388 0.99996 0.00030 0.00004 9.99966
0.63485 0.99996 0.00030 0.00004 9.99966
0.63582 0.99996 0.00029 0.00004 9.99967
0.63679 0.99996 0.00028 0.00004 9.99968
0.63777 0.99996 0.00028 0.00004 9.99968
0.63875 0.99996 0.00028 0.00004 9.99969
0.63972 0.99996 0.00027 0.00004 9.99969
0.64073 0.99996 0.00027 0.00004 9.99970
0.64173 0.99996 0.00026 0.00004 9.99970
0.64274 0.99997 0.00026 0.00003 9.99971
0.64374 0.99997 0.00025 0.00003 9.99971
0.64476 0.99997 0.00025 0.00003 9.99972
0.64578 0.99997 0.00024 0.00003 9.99972
0.64680 0.99997 0.00024 0.00003 9.99973
0.64782 0.99997 0.00023 0.00003 9.99973
0.64883 0.99997 0.00023 0.00003 9.99974
0.64983 0.99997 0.00023 0.00003 9.99974
0.65084 0.99997 0.00022 0.00003 9.99975
0.65184 0.99997 0.00022 0.00003 9.99975
0.65282 0.99997 0.00021 0.00003 9.99976
0.65379 0.99997 0.00021 0.00003 9.99976
0.65477 0.99997 0.00021 0.00003 9.99977
0.65574 0.99997 0.00020 0.00003 9.99977
0.65671 0.99997 0.00020 0.00003 9.99977
0.65767 0.99997 0.00020 0.00003 9.99978
0.65864 0.99997 0.00019 0.00003 9.99978
0.65961 0.99997 0.00019 0.00003 9.99979
0.66060 0.99997 0.00019 0.00003 9.99979
0.66159 0.99997 0.00018 0.00003 9.99979
0.66258 0.99998 0.00018 0.00002 9.99980
0.66357 0.99998 0.00018 0.00002 9.99980
0.66459 0.99998 0.00017 0.00002 9.99980
0.66561 0.99998 0.00017 0.00002 9.99981
0.66663 0.99998 0.00017 0.00002 9.99981
0.66765 0.99998 0.00016 0.00002 9.99981
0.66867 0.99998 0.00016 0.00002 9.99982
0.66968 0.99998 0.00016 0.00002 9.99982
0.67070 0.99998 0.00015 0.00002 9.99982
0.67172 0.99998 0.00015 0.00002 9.99983
0.67271 0.99998 0.00015 0.00002 9.99983
0.67369 0.99998 0.00015 0.00002 9.99983
0.67468 0.99998 0.00014 0.00002 9.99984
0.67567 0.99998 0.00014 0.00002 9.99984
0.67663 0.99998 0.00014 0.00002 9.99984
0.67759 0.99998 0.00014 0.00002 9.99984
0.67856 0.99998 0.00013 0.00002 9.99985
0.67952 0.99998 0.00013 0.00002 9.99985
0.68050 0.99998 0.00013 0.00002 9.99985
0.68147 0.99998 0.00013 0.00002 9.99986
0.68245 0.99998 0.00013 0.00002 9.99986
0.68342 0.99998 0.00012 0.00002 9.99986
0.68443 0.99998 0.00012 0.00002 9.99986
0.68544 0.99998 0.00012 0.00002 9.99987
0.68645 0.99998 0.00012 0.00002 9.99987
0.68746 0.99998 0.00011 0.00002 9.99987
0.68849 0.99998 0.00011 0.00002 9.99987
0.68952 0.99998 0.00011 0.00002 9.99987
0.69054 0.99999 0.00011 0.00001 9.99988
0.69157 0.99999 0.00011 0.00001 9.99988
0.69257 0.99999 0.00010 0.00001 9.99988
0.69358 0.99999 0.00010 0.00001 9.99988
0.69458 0.99999 0.00010 0.00001 9.99989
0.69559 0.99999 0.00010 0.00001 9.99989
0.69655 0.99999 0.00010 0.00001 9.99989
0.69752 0.99999 0.00010 0.00001 9.99989
0.69849 0.99999 0.00009 0.00001 9.99989
0.69946 0.99999 0.00009 0.00001 9.99990
0.70042 0.99999 0.00009 0.00001 9.99990
0.70138 0.99999 0.00009 0.00001 9.99990
0.70234 0.99999 0.00009 0.00001 9.99990
0.70330 0.99999 0.00009 0.00001 9.99990
0.70430 0.99999 0.00008 0.00001 9.99990
0.70529 0.99999 0.00008 0.00001 9.99991
0.70628 0.99999 0.00008 0.00001 9.99991
0.70728 0.99999 0.00008 0.00001 9.99991
0.70830 0.99999 0.00008 0.00001 9.99991
0.70933 0.99999 0.00008 0.00001 9.99991
0.71036 0.99999 0.00008 0.00001 9.99991
0.71139 0.99999 0.00007 0.00001 9.99992
0.71241 0.99999 0.00007 0.00001 9.99992
0.71343 0.99999 0.00007 0.00001 9.99992
0.71446 0.99999 0.00007 0.00001 9.99992
0.71548 0.99999 0.00007 0.00001 9.99992
0.71646 0.99999 0.00007 0.00001 9.99992
0.71744 0.99999 0.00007 0.00001 9.99992
0.71842 0.99999 0.00007 0.00001 9.99993
0.71940 0.99999 0.00006 0.00001 9.99993
0.72036 0.99999 0.00006 0.00001 9.99993
0.72131 0.99999 0.00006 0.00001 9.99993
0.72227 0.99999 0.00006 0.00001 9.99993
0.72322 0.99999 0.00006 0.00001 9.99993
0.72419 0.99999 0.00006 0.00001 9.99993
0.72517 0.99999 0.00006 0.00001 9.99993
0.72614 0.99999 0.00006 0.00001 9.99994
0.72711 0.99999 0.00006 0.00001 9.99994
0.72813 0.99999 0.00005 0.00001 9.99994
0.72915 0.99999 0.00005 0.00001 9.99994
0.73017 0.99999 0.00005 0.00001 9.99994
0.73119 0.99999 0.00005 0.00001 9.99994
0.73222 0.99999 0.00005 0.00001 9.99994
0.73326 0.99999 0.00005 0.00001 9.99994
0.73429 0.99999 0.00005 0.00001 9.99994
0.73533 0.99999 0.00005 0.00001 9.99995
0.73633 0.99999 0.00005 0.00001 9.99995
0.73733 0.99999 0.00005 0.00001 9.99995
0.73834 0.99999 0.00005 0.00001 9.99995
0.73934 0.99999 0.00005 0.00001 9.99995
0.74030 0.99999 0.00004 0.00001 9.99995
0.74125 0.99999 0.00004 0.00001 9.99995
0.74221 0.99999 0.00004 0.00001 9.99995
0.74317 0.99999 0.00004 0.00001 9.99995
0.74412 0.99999 0.00004 0.00001 9.99995
0.74508 0.99999 0.00004 0.00001 9.99995
0.74603 0.99999 0.00004 0.00001 9.99995
0.74699 0.99999 0.00004 0.00001 9.99996
0.74799 0.99999 0.00004 0.00001 9.99996
0.74899 0.99999 0.00004 0.00001 9.99996
0.74999 1.00000 0.00004 0.00000 9.99996
0.75098 1.00000 0.00004 0.00000 9.99996
0.75202 0.99999 0.00004 0.00001 9.99996
0.75306 0.99999 0.00003 0.00001 9.99996
0.75410 1.00000 0.00003 0.00000 9.99996
0.75514 1.00000 0.00003 0.00000 9.99996
0.75617 1.00000 0.00003 0.00000 9.99996
0.75719 1.00000 0.00003 0.00000 9.99996
0.75822 1.00000 0.00003 0.00000 9.99996
0.75925 1.00000 0.00003 0.00000 9.99996
0.76022 1.00000 0.00003 0.00000 9.99996
0.76119 1.00000 0.00003 0.00000 9.99997
0.76216 1.00000 0.00003 0.00000 9.99997
0.76314 1.00000 0.00003 0.00000 9.99997
0.76408 1.00000 0.00003 0.00000 9.99997
0.76503 1.00000 0.00003 0.00000 9.99997
0.76597 1.00000 0.00003 0.00000 9.99997
0.76691 1.00000 0.00003 0.00000 9.99997
0.76789 1.00000 0.00003 0.00000 9.99997
0.76886 1.00000 0.00003 0.00000 9.99997
0.76983 1.00000 0.00003 0.00000 9.99997
0.77081 1.00000 0.00003 0.00000 9.99997
0.77184 1.00000 0.00002 0.00000 9.99997
0.77287 1.00000 0.00002 0.00000 9.99997
0.77389 1.00000 0.00002 0.00000 9.99997
0.77492 1.00000 0.00002 0.00000 9.99997
0.77597 1.00000 0.00002 0.00000 9.99997
0.77701 1.00000 0.00002 0.00000 9.99997
0.77806 1.00000 0.00002 0.00000 9.99997
0.77911 1.00000 0.00002 0.00000 9.99998
0.78010 1.00000 0.00002 0.00000 9.99998
0.78110 1.00000 0.00002 0.00000 9.99998
0.78210 1.00000 0.00002 0.00000 9.99998
0.78310 1.00000 0.00002 0.00000 9.99998
0.78404 1.00000 0.00002 0.00000 9.99998
0.78499 1.00000 0.00002 0.00000 9.99998
0.78593 1.00000 0.00002 0.00000 9.99998
0.78688 1.00000 0.00002 0.00000 9.99998
0.78783 1.00000 0.00002 0.00000 9.99998
0.78878 1.00000 0.00002 0.00000 9.99998
0.78973 1.00000 0.00002 0.00000 9.99998
0.79067 1.00000 0.00002 0.00000 9.99998
0.79168 1.00000 0.00002 0.00000 9.99998
0.79269 1.00000 0.00002 0.00000 9.99998
0.79369 1.00000 0.00002 0.00000 9.99998
0.79470 1.00000 0.00002 0.00000 9.99998
0.79575 1.00000 0.00002 0.00000 9.99998
0.79681 1.00000 0.00002 0.00000 9.99998
0.79786 1.00000 0.00002 0.00000 9.99998
0.79891 1.00000 0.00002 0.00000 9.99998
0.79994 1.00000 0.00001 0.00000 9.99998
0.80097 1.00000 0.00001 0.00000 9.99998
0.80200 1.00000 0.00001 0.00000 9.99998
0.80303 1.00000 0.00001 0.00000 9.99998
0.80399 1.00000 0.00001 0.00000 9.99998
0.80495 1.00000 0.00001 0.00000 9.99998
0.80591 1.00000 0.00001 0.00000 9.99998
0.80687 1.00000 0.00001 0.00000 9.99998
0.80781 1.00000 0.00001 0.00000 9.99999
0.80874 1.00000 0.00001 0.00000 9.99999
0.80967 1.00000 0.00001 0.00000 9.99999
0.81060 1.00000 0.00001 0.00000 9.99999
0.81158 1.00000 0.00001 0.00000 9.99999
0.81255 1.00000 0.00001 0.00000 9.99999
0.81353 1.00000 0.00001 0.00000 9.99999
0.81450 1.00000 0.00001 0.00000 9.99999
0.81554 1.00000 0.00001 0.00000 9.99999
0.81659 1.00000 0.00001 0.00000 9.99999
0.81763 1.00000 0.00001 0.00000 9.99999
0.81868 1.00000 0.00001 0.00000 9.99999
0.81973 1.00000 0.00001 0.00000 9.99999
0.82079 1.00000 0.00001 0.00000 9.99999
0.82184 1.00000 0.00001 0.00000 9.99999
0.82290 1.00000 0.00001 0.00000 9.99999
0.82389 1.00000 0.00001 0.00000 9.99999
0.82488 1.00000 0.00001 0.00000 9.99999
0.82588 1.00000 0.00001 0.00000 9.99999
0.82687 1.00000 0.00001 0.00000 9.99999
0.82780 1.00000 0.00001 0.00000 9.99999
0.82873 1.00000 0.00001 0.00000 9.99999
0.82966 1.00000 0.00001 0.00000 9.99999
0.83059 1.00000 0.00001 0.00000 9.99999
0.83153 1.00000 0.00001 0.00000 9.99999
0.83247 1.00000 0.00001 0.00000 9.99999
0.83342 1.00000 0.00001 0.00000 9.99999
0.83436 1.00000 0.00001 0.00000 9.99999
0.83537 1.00000 0.00001 0.00000 9.99999
0.83639 1.00000 0.00001 0.00000 9.99999
0.83741 1.00000 0.00001 0.00000 9.99999
0.83842 1.00000 0.00001 0.00000 9.99999
0.83949 1.00000 0.00001 0.00000 9.99999
0.84056 1.00000 0.00001 0.00000 9.99999
0.84163 1.00000 0.00001 0.00000 9.99999
0.84270 1.00000 0.00001 0.00000 9.99999
0.84373 1.00000 0.00001 0.00000 9.99999
0.84476 1.00000 0.00001 0.00000 9.99999
0.84580 1.00000 0.00001 0.00000 9.99999
0.84683 1.00000 0.00001 0.00000 9.99999
0.84777 1.00000 0.00001 0.00000 9.99999
0.84872 1.00000 0.00001 0.00000 9.99999
0.84967 1.00000 0.00001 0.00000 9.99999
0.85062 1.00000 0.00001 0.00000 9.99999
0.85153 1.00000 0.00001 0.00000 9.99999
0.85245 1.00000 0.00001 0.00000 9.99999
0.85337 1.00000 0.00001 0.00000 9.99999
0.85429 1.00000 0.00001 0.00000 9.99999
0.85527 1.00000 0.00001 0.00000 9.99999
0.85624 1.00000 0.00001 0.00000 9.99999
0.85722 1.00000 0.00001 0.00000 9.99999
0.85820 1.00000 0.00001 0.00000 9.99999
0.85926 1.00000 0.00001 0.00000 9.99999
0.86032 1.00000 0.00000 0.00000 9.99999
0.86138 1.00000 0.00001 0.00000 9.99999
0.86245 1.00000 0.00001 0.00000 9.99999
0.86351 1.00000 0.00000 0.00000 9.99999
0.86458 1.00000 0.00000 0.00000 9.99999
0.86565 1.00000 0.00000 0.00000 9.99999
0.86672 1.00000 0.00000 0.00000 9.99999
0.86770 1.00000 0.00000 0.00000 9.99999
0.86868 1.00000 0.00000 0.00000 9.99999
0.86967 1.00000 0.00000 0.00000 10.00000
0.87065 1.00000 0.00000 0.00000 10.00000
0.87156 1.00000 0.00000 0.00000 10.00000
0.87247 1.00000 0.00000 0.00000 10.00000
0.87339 1.00000 0.00000 0.00000 10.00000
0.87430 1.00000 0.00000 0.00000 10.00000
0.87523 1.00000 0.00000 0.00000 10.00000
0.87617 1.00000 0.00000 0.00000 10.00000
0.87711 1.00000 0.00000 0.00000 10.00000
0.87804 1.00000 0.00000 0.00000 10.00000
0.87907 1.00000 0.00000 0.00000 10.00000
0.88010 1.00000 0.00000 0.00000 10.00000
0.88113 1.00000 0.00000 0.00000 10.00000
0.88216 1.00000 0.00000 0.00000 10.00000
0.88325 1.00000 0.00000 0.00000 10.00000
0.88434 1.00000 0.00000 0.00000 10.00000
0.88543 1.00000 0.00000 0.00000 10.00000
0.88652 1.00000 0.00000 -0.00000 10.00000
0.88755 1.00000 0.00000 0.00000 10.00000
0.88858 1.00000 0.00000 0.00000 10.00000
0.88961 1.00000 0.00000 0.00000 10.00000
0.89064 1.00000 0.00000 -0.00000 10.00000
0.89157 1.00000 0.00000 0.00000 10.00000
0.89250 1.00000 0.00000 0.00000 10.00000
0.89343 1.00000 0.00000 0.00000 10.00000
0.89436 1.00000 0.00000 -0.00000 10.00000
0.89527 1.00000 0.00000 0.00000 10.00000
0.89617 1.00000 0.00000 0.00000 10.00000
0.89707 1.00000 0.00000 0.00000 10.00000
0.89798 1.00000 0.00000 0.00000 10.00000
0.89896 1.00000 0.00000 0.00000 10.00000
0.89994 1.00000 0.00000 0.00000 10.00000
0.90093 1.00000 0.00000 0.00000 10.00000
0.90191 1.00000 0.00000 0.00000 10.00000
0.90299 1.00000 0.00000 0.00000 10.00000
0.90408 1.00000 0.00000 0.00000 10.00000
0.90516 1.00000 0.00000 0.00000 10.00000
0.90624 1.00000 0.00000 -0.00000 10.00000
0.90732 1.00000 0.00000 0.00000 10.00000
0.90840 1.00000 0.00000 0.00000 10.00000
0.90948 1.00000 0.00000 0.00000 10.00000
0.91056 1.00000 0.00000 -0.00000 10.00000
0.91153 1.00000 0.00000 0.00000 10.00000
0.91250 1.00000 0.00000 0.00000 10.00000
0.91347 1.00000 0.00000 0.00000 10.00000
0.91444 1.00000 0.00000 -0.00000 10.00000
0.91533 1.00000 0.00000 0.00000 10.00000
0.91623 1.00000 0.00000 0.00000 10.00000
0.91712 1.00000 0.00000 0.00000 10.00000
0.91801 1.00000 0.00000 -0.00000 10.00000
0.91894 1.00000 0.00000 0.00000 10.00000
0.91987 1.00000 0.00000 0.00000 10.00000
0.92080 1.00000 0.00000 0.00000 10.00000
0.92173 1.00000 0.00000 0.00000 10.00000
0.92278 1.00000 0.00000 0.00000 10.00000
0.92383 1.00000 0.00000 0.00000 10.00000
0.92488 1.00000 0.00000 0.00000 10.00000
0.92593 1.00000 0.00000 -0.00000 10.00000
0.92704 1.00000 0.00000 0.00000 10.00000
0.92815 1.00000 0.00000 0.00000 10.00000
0.92926 1.00000 0.00000 0.00000 10.00000
0.93037 1.00000 0.00000 -0.00000 10.00000
0.93140 1.00000 0.00000 0.00000 10.00000
0.93243 1.00000 0.00000 0.00000 10.00000
0.93346 1.00000 0.00000 0.00000 10.00000
0.93449 1.00000 0.00000 -0.00000 10.00000
0.93539 1.00000 0.00000 0.00000 10.00000
0.93630 1.00000 0.00000 0.00000 10.00000
0.93721 1.00000 0.00000 0.00000 10.00000
0.93812 1.00000 0.00000 -0.00000 10.00000
0.93901 1.00000 0.00000 0.00000 10.00000
0.93990 1.00000 0.00000 0.00000 10.00000
0.94079 1.00000 0.00000 0.00000 10.00000
0.94167 1.00000 0.00000 -0.00000 10.00000
0.94266 1.00000 0.00000 0.00000 10.00000
0.94366 1.00000 0.00000 0.00000 10.00000
0.94465 1.00000 0.00000 0.00000 10.00000
0.94564 1.00000 0.00000 -0.00000 10.00000
0.94675 1.00000 0.00000 0.00000 10.00000
0.94785 1.00000 0.00000 0.00000 10.00000
0.94896 1.00000 0.00000 0.00000 10.00000
0.95007 1.00000 0.00000 -0.00000 10.00000
0.95116 1.00000 0.00000 0.00000 10.00000
0.95225 1.00000 0.00000 0.00000 10.00000
0.95334 1.00000 0.00000 -0.00000 10.00000
0.95443 1.00000 0.00000 -0.00000 10.00000
0.95539 1.00000 0.00000 0.00000 10.00000
0.95634 1.00000 0.00000 0.00000 10.00000
0.95730 1.00000 0.00000 -0.00000 10.00000
0.95825 1.00000 0.00000 -0.00000 10.00000
0.95912 1.00000 0.00000 0.00000 10.00000
0.95999 1.00000 0.00000 0.00000 10.00000
0.96087 1.00000 0.00000 0.00000 10.00000
0.96174 1.00000 0.00000 -0.00000 10.00000
0.96266 1.00000 0.00000 0.00000 10.00000
0.96359 1.00000 0.00000 0.00000 10.00000
0.96452 1.00000 0.00000 0.00000 10.00000
0.96544 1.00000 0.00000 -0.00000 10.00000
0.96651 1.00000 0.00000 0.00000 10.00000
0.96758 1.00000 0.00000 0.00000 10.00000
0.96865 1.00000 0.00000 0.00000 10.00000
0.96972 1.00000 0.00000 -0.00000 10.00000
0.97085 1.00000 0.00000 0.00000 10.00000
0.97198 1.00000 0.00000 0.00000 10.00000
0.97312 1.00000 0.00000 -0.00000 10.00000
0.97425 1.00000 0.00000 -0.00000 10.00000
0.97527 1.00000 0.00000 0.00000 10.00000
0.97630 1.00000 0.00000 0.00000 10.00000
0.97732 1.00000 0.00000 -0.00000 10.00000
0.97835 1.00000 0.00000 -0.00000 10.00000
0.97923 1.00000 0.00000 0.00000 10.00000
0.98012 1.00000 0.00000 0.00000 10.00000
0.98101 1.00000 0.00000 -0.00000 10.00000
0.98189 1.00000 0.00000 -0.00000 10.00000
0.98277 1.00000 0.00000 0.00000 10.00000
0.98364 1.00000 0.00000 0.00000 10.00000
0.98451 1.00000 0.00000 0.00000 10.00000
0.98539 1.00000 0.00000 -0.00000 10.00000
0.98639 1.00000 0.00000 0.00000 10.00000
0.98739 1.00000 0.00000 0.00000 10.00000
0.98839 1.00000 0.00000 0.00000 10.00000
0.98939 1.00000 0.00000 -0.00000 10.00000
0.99053 1.00000 0.00000 0.00000 10.00000
0.99166 1.00000 0.00000 0.00000 10.00000
0.99280 1.00000 0.00000 -0.00000 10.00000
0.99393 1.00000 0.00000 -0.00000 10.00000
0.99503 1.00000 0.00000 0.00000 10.00000
0.99613 1.00000 -0.00000 0.00000 10.00000
0.99723 1.00000 0.00000 -0.00000 10.00000
0.99833 1.00000 0.00000 -0.00000 10.00000
0.99875 1.00000 0.00000 -0.00000 10.00000
0.99917 1.00000 0.00000 -0.00000 10.00000
0.99958 1.00000 0.00000 -0.00000 10.00000
1.00000 1.00000 0.00000 -0.00000 10.00000
